read_id,pool,species_taxid,species_name
260608-Copl-NAS-P1__361b82cf-f01b-4901-b42c-e8b0b91be229,260608-Copl-NAS-P1,2955935,Gammainfluenzavirus influenzae
260608-Copl-NAS-P1__9163f180-f512-4550-b2a7-3d8f03f37015,260608-Copl-NAS-P1,2955935,Gammainfluenzavirus influenzae
260608-Copl-NAS-P1__a53b9121-a02e-4373-bc2c-fcb913b6774c,260608-Copl-NAS-P1,2955935,Gammainfluenzavirus influenzae
260527-Copl-NAS-P1__fd461eed-510d-499d-aec9-1a18ecd3fbab,260527-Copl-NAS-P1,147711,Rhinovirus A
260527-Copl-NAS-P1__28ee8536-90bf-4638-be35-291c1f781d4f,260527-Copl-NAS-P1,147711,Rhinovirus A
260527-Copl-NAS-P1__b5c72660-0575-4e97-a811-f7b850cc43ae,260527-Copl-NAS-P1,147711,Rhinovirus A
260527-Copl-NAS-P1__b9bd41f2-ddeb-40af-83cb-2f71799dce32,260527-Copl-NAS-P1,147711,Rhinovirus A
260527-Copl-NAS-P1__16bcaaf6-c18c-4d88-ab49-072905bc1363,260527-Copl-NAS-P1,147711,Rhinovirus A
260527-Copl-NAS-P1__eca30037-e492-4e0b-b65b-64da44c01357,260527-Copl-NAS-P1,147711,Rhinovirus A
260527-Copl-NAS-P1__a37fc7b5-7037-466e-8422-72794e75dfca,260527-Copl-NAS-P1,463676,Rhinovirus C
260527-Copl-NAS-P1__299ffd31-638b-46d6-848f-5ceae6d109c6,260527-Copl-NAS-P1,463676,Rhinovirus C
260527-Copl-NAS-P1__f7db8180-452c-403a-b998-7319916d3b46,260527-Copl-NAS-P1,463676,Rhinovirus C
260527-Copl-NAS-P1__f142bb91-2a36-4ba6-912b-1db9ef51e15b,260527-Copl-NAS-P1,463676,Rhinovirus C
260527-Copl-NAS-P1__b2087b2a-c0db-4585-8e6b-a8531b60201d,260527-Copl-NAS-P1,463676,Rhinovirus C
260527-Copl-NAS-P1__229aa1f1-5f14-47f1-be92-f22bca2a0933,260527-Copl-NAS-P1,463676,Rhinovirus C
260527-Copl-NAS-P1__ca8e1665-fb17-40b6-a92f-2e670277938b,260527-Copl-NAS-P1,463676,Rhinovirus C
260527-Copl-NAS-P1__056d77d8-be2c-4284-91c6-09ddfbbdb2dd,260527-Copl-NAS-P1,463676,Rhinovirus C
260527-Copl-NAS-P1__3d60d56d-23ec-4777-a488-cb413096b00d,260527-Copl-NAS-P1,463676,Rhinovirus C
260527-Copl-NAS-P1__df076766-1b49-4595-a912-a887cb0e4cd6,260527-Copl-NAS-P1,463676,Rhinovirus C
260527-Copl-NAS-P1__87fcf335-051e-4dcf-8bc0-a5d943cde812,260527-Copl-NAS-P1,463676,Rhinovirus C
260527-Copl-NAS-P1__de930bdb-cffd-4d4b-8161-646999964242,260527-Copl-NAS-P1,463676,Rhinovirus C
260527-Copl-NAS-P1__2f04d115-164e-4cef-a982-9b888abb02ab,260527-Copl-NAS-P1,463676,Rhinovirus C
260527-Copl-NAS-P1__5b80a536-7f87-4fc9-a716-2cc7c96b226b,260527-Copl-NAS-P1,463676,Rhinovirus C
260527-Copl-NAS-P1__cd41f980-6ab2-4900-be4e-d54e4a20c7aa,260527-Copl-NAS-P1,463676,Rhinovirus C
260527-Copl-NAS-P1__963971ed-32eb-4992-b108-d22a5e821e4d,260527-Copl-NAS-P1,463676,Rhinovirus C
260527-Copl-NAS-P1__1e47b470-2840-44e7-8ae4-d95cec8467f1,260527-Copl-NAS-P1,463676,Rhinovirus C
260527-Copl-NAS-P1__8aba3416-eeca-4895-80b2-6529b4991ae4,260527-Copl-NAS-P1,463676,Rhinovirus C
260527-Copl-NAS-P1__0cc4341a-084a-41fa-985a-e155617a7a21,260527-Copl-NAS-P1,463676,Rhinovirus C
260527-Copl-NAS-P1__1ce9cd3e-6fa8-4ea8-a614-4e3a8c35d892,260527-Copl-NAS-P1,463676,Rhinovirus C
260527-Copl-NAS-P1__3873d8a9-4639-4baf-a922-4983de8d75e5,260527-Copl-NAS-P1,463676,Rhinovirus C
260527-Copl-NAS-P1__98b8d13e-f4d9-4030-8f7d-61e23e714f74,260527-Copl-NAS-P1,463676,Rhinovirus C
260527-Copl-NAS-P1__d15df82e-4659-4484-b15e-5d62c15b5e03,260527-Copl-NAS-P1,463676,Rhinovirus C
260527-Copl-NAS-P1__8e9d36bb-1753-4856-9f6f-d1b3462ff1fa,260527-Copl-NAS-P1,463676,Rhinovirus C
260527-Copl-NAS-P1__cdeb0dd2-c988-4da9-bf4e-79401fa44548,260527-Copl-NAS-P1,463676,Rhinovirus C
260527-Copl-NAS-P1__274c71b9-81af-456d-8fb7-a609dbc71058,260527-Copl-NAS-P1,463676,Rhinovirus C
260527-Copl-NAS-P1__f6c52571-e8ec-42bd-808a-8e8d02b7b233,260527-Copl-NAS-P1,463676,Rhinovirus C
260527-Copl-NAS-P1__1c2570e4-d01b-46f1-bad7-a034515f2784,260527-Copl-NAS-P1,463676,Rhinovirus C
260527-Copl-NAS-P1__c8a40bfd-ef10-4be6-ab5b-f03733a29f9c,260527-Copl-NAS-P1,463676,Rhinovirus C
260527-Copl-NAS-P1__e28d43c6-992f-4196-9bba-2d1999223e9c,260527-Copl-NAS-P1,463676,Rhinovirus C
260527-Copl-NAS-P1__b554bcc7-7168-478c-af82-758570329181,260527-Copl-NAS-P1,463676,Rhinovirus C
260527-Copl-NAS-P1__7992d1fd-420b-4236-9436-ea170246cdb0,260527-Copl-NAS-P1,463676,Rhinovirus C
260527-Copl-NAS-P1__93e0444e-2629-4029-8855-3050a2526fe9,260527-Copl-NAS-P1,463676,Rhinovirus C
260527-Copl-NAS-P1__2aafc3ac-a274-4b34-94a5-1359e1ed9dd1,260527-Copl-NAS-P1,463676,Rhinovirus C
260527-Copl-NAS-P1__5403b3ae-c2cb-4e3a-91bc-fb69989db0fa,260527-Copl-NAS-P1,463676,Rhinovirus C
260527-Copl-NAS-P1__d8dbaa21-24ab-45b3-aa00-0dfe562f3a0c,260527-Copl-NAS-P1,463676,Rhinovirus C
260527-Copl-NAS-P1__f74f2f35-4b2a-4975-9e06-0356f13060c1,260527-Copl-NAS-P1,463676,Rhinovirus C
260527-Copl-NAS-P1__0b855747-dc61-4e17-ba0f-99cd7ada5fa6,260527-Copl-NAS-P1,463676,Rhinovirus C
260527-Copl-NAS-P1__2d99aa29-66c6-457c-844b-2881b2534f65,260527-Copl-NAS-P1,147712,Rhinovirus B
260527-Copl-NAS-P1__5722314d-86ce-4e67-8c30-b5d2bc51f859,260527-Copl-NAS-P1,147712,Rhinovirus B
260527-Copl-NAS-P1__e11a2e63-6fe9-4d9b-ac08-af4f5f0ee48f,260527-Copl-NAS-P1,147712,Rhinovirus B
260527-Copl-NAS-P1__2fb8f049-f95c-461b-9b72-368b5e5e2bbb,260527-Copl-NAS-P1,147712,Rhinovirus B
260527-Copl-NAS-P1__1b47d95b-e8a5-40bd-ac29-23390c71cd29,260527-Copl-NAS-P1,147712,Rhinovirus B
260527-Copl-NAS-P1__c63f25f6-8e9b-4454-83e4-afee2e945e21,260527-Copl-NAS-P1,147712,Rhinovirus B
260527-Copl-NAS-P1__bce5a52a-836d-44b3-bf33-e3e745c7b6ec,260527-Copl-NAS-P1,147712,Rhinovirus B
260527-Copl-NAS-P1__38ebf6b4-fd38-40ea-bd7e-86a6b8cd1e67,260527-Copl-NAS-P1,147712,Rhinovirus B
260527-Copl-NAS-P1__68066284-6cc9-43d7-a380-72ae6a4cbe63,260527-Copl-NAS-P1,147712,Rhinovirus B
260527-Copl-NAS-P1__ccd7305b-a716-416c-b35e-7fb322120904,260527-Copl-NAS-P1,147712,Rhinovirus B
260527-Copl-NAS-P1__8f059703-e4ec-49c7-bc5d-773cf8632c27,260527-Copl-NAS-P1,147712,Rhinovirus B
260527-Copl-NAS-P1__0bb4b0b1-e6f6-4843-9e4e-7e64fecf6516,260527-Copl-NAS-P1,147712,Rhinovirus B
260527-Copl-NAS-P1__072fe0c5-7f4f-4d41-a6fd-10a13b2ac316,260527-Copl-NAS-P1,147712,Rhinovirus B
260527-Copl-NAS-P1__710aa77a-e568-4af3-800d-61f41b2ca74c,260527-Copl-NAS-P1,147712,Rhinovirus B
260527-Copl-NAS-P1__22a3f2a3-9e4c-4a20-ae6a-642e903c994a,260527-Copl-NAS-P1,147712,Rhinovirus B
260527-Copl-NAS-P1__9992f70d-9d10-4e40-a68d-d235f070d39b,260527-Copl-NAS-P1,147712,Rhinovirus B
260527-Copl-NAS-P1__5e536be2-2d1f-4973-b49b-332d48199b32,260527-Copl-NAS-P1,147712,Rhinovirus B
260527-Copl-NAS-P1__ca4ae6fb-22a9-4943-9220-9bd680941d2d,260527-Copl-NAS-P1,147712,Rhinovirus B
260527-Copl-NAS-P1__4decccf3-f4de-47f0-adab-77b1bb7067b8,260527-Copl-NAS-P1,147712,Rhinovirus B
260527-Copl-NAS-P1__8a724dd0-6257-4cb5-a1ab-755f658219e4,260527-Copl-NAS-P1,147712,Rhinovirus B
260527-Copl-NAS-P1__89ef0348-a56b-4a08-a218-0a29a41f1907,260527-Copl-NAS-P1,147712,Rhinovirus B
260527-Copl-NAS-P1__2d99bbf3-73b7-4c01-b787-ebb48cdd5c14,260527-Copl-NAS-P1,147712,Rhinovirus B
260527-Copl-NAS-P1__33628050-764f-4d3e-bdb6-292e6a90a629,260527-Copl-NAS-P1,147712,Rhinovirus B
260527-Copl-NAS-P1__8fc8285d-d3e8-4896-8162-4d9d1913c4cb,260527-Copl-NAS-P1,147712,Rhinovirus B
260527-Copl-NAS-P1__7a0c17aa-b949-485f-b31e-7c7ae46f95b0,260527-Copl-NAS-P1,1330521,Enterovirus J
260527-Copl-NAS-P1__c80c2f41-d8f3-45d8-a78c-c953ff297ca8,260527-Copl-NAS-P1,1330521,Enterovirus J
260527-Copl-NAS-P1__3f16971c-2844-452b-9c64-b33ff7aa9a57,260527-Copl-NAS-P1,1330521,Enterovirus J
260527-Copl-NAS-P1__4282b7e0-7e1f-4c42-9e41-ee61a56eb4d1,260527-Copl-NAS-P1,138951,Enterovirus D
260527-Copl-NAS-P1__5214f7ff-3b0b-43ca-ad03-348f8cdd8a24,260527-Copl-NAS-P1,138951,Enterovirus D
260527-Copl-NAS-P1__1196f51e-050f-4619-9606-08f6ddd82dc4,260527-Copl-NAS-P1,138951,Enterovirus D
260527-Copl-NAS-P1__a7fd5273-c649-4e14-9a7a-593880f208ca,260527-Copl-NAS-P1,138951,Enterovirus D
260527-Copl-NAS-P1__67437970-5df7-4782-a9b6-137f91abbb6c,260527-Copl-NAS-P1,138951,Enterovirus D
260527-Copl-NAS-P1__ccb88057-f24d-4c6c-a49b-600a54eae9e9,260527-Copl-NAS-P1,138951,Enterovirus D
260527-Copl-NAS-P1__7b1efc80-fc5c-4545-9d6f-6ba9b6fc94a2,260527-Copl-NAS-P1,138951,Enterovirus D
260527-Copl-NAS-P1__3fb46c78-e77e-404f-ba68-aa9ee2c5b1f8,260527-Copl-NAS-P1,138951,Enterovirus D
260527-Copl-NAS-P1__ac1f20fc-6191-4570-8702-8c0c67f1e478,260527-Copl-NAS-P1,138951,Enterovirus D
260527-Copl-NAS-P1__c7936219-c5db-4b6b-ba52-3e783d92e927,260527-Copl-NAS-P1,138951,Enterovirus D
260527-Copl-NAS-P1__ac315085-8702-4c47-b763-207327a4f876,260527-Copl-NAS-P1,138951,Enterovirus D
260527-Copl-NAS-P1__bc1ceb3f-ce79-4b2d-9746-f69feedad87e,260527-Copl-NAS-P1,138951,Enterovirus D
260527-Copl-NAS-P1__ca54214e-4368-42ee-adf9-7b6b9c8a510d,260527-Copl-NAS-P1,138951,Enterovirus D
260527-Copl-NAS-P1__27915e62-85af-48df-8f32-0b95754234e9,260527-Copl-NAS-P1,138951,Enterovirus D
260527-Copl-NAS-P1__0ebeb0e6-0149-459c-a14c-7826b7dfefdf,260527-Copl-NAS-P1,138951,Enterovirus D
260527-Copl-NAS-P1__846615df-ae11-4b17-a475-62bae9a380c4,260527-Copl-NAS-P1,138951,Enterovirus D
260527-Copl-NAS-P1__2362909a-fd0b-4c66-8b6f-0f47c9ea2559,260527-Copl-NAS-P1,138951,Enterovirus D
260527-Copl-NAS-P1__60ee85f9-63d4-49d2-974b-6aeebea92bd5,260527-Copl-NAS-P1,138951,Enterovirus D
260527-Copl-NAS-P1__45ac5e80-e8c0-40e5-bfc2-206520a6048b,260527-Copl-NAS-P1,138951,Enterovirus D
260527-Copl-NAS-P1__4c024781-e5b3-457b-919a-027b0a0c147c,260527-Copl-NAS-P1,138951,Enterovirus D
260527-Copl-NAS-P1__69e91d83-cd73-4ecf-a455-982c38c4c995,260527-Copl-NAS-P1,138951,Enterovirus D
260527-Copl-NAS-P1__8ce5dccf-fe4b-475d-a8cb-c5d01fe9eac6,260527-Copl-NAS-P1,138951,Enterovirus D
260527-Copl-NAS-P1__91eb3369-65ea-42c9-83bc-7fb1d4c76530,260527-Copl-NAS-P1,138951,Enterovirus D
260527-Copl-NAS-P1__6f9ed309-206c-4f4e-ad0b-1a57e0dcd8ef,260527-Copl-NAS-P1,138951,Enterovirus D
260527-Copl-NAS-P1__69b75517-6e4c-4e9e-81de-dbd9a654f85e,260527-Copl-NAS-P1,138951,Enterovirus D
260527-Copl-NAS-P1__9311c6ad-20c5-4932-a146-0db4dcf73a07,260527-Copl-NAS-P1,138951,Enterovirus D
260527-Copl-NAS-P1__0414fcdc-b65d-430f-972b-e78fb02bf990,260527-Copl-NAS-P1,138951,Enterovirus D
260527-Copl-NAS-P1__461bec87-6da8-4632-8888-b74d8555d09e,260527-Copl-NAS-P1,138951,Enterovirus D
260527-Copl-NAS-P1__619cb15e-e1b9-4a70-a1ba-1da2400b420e,260527-Copl-NAS-P1,138951,Enterovirus D
260527-Copl-NAS-P1__6dad34cf-c9a8-4b80-b8d2-e0cd0aaf0811,260527-Copl-NAS-P1,138951,Enterovirus D
260527-Copl-NAS-P1__6bbaced7-b4be-4908-ae06-fb7e1b1a3689,260527-Copl-NAS-P1,2169885,Enterovirus L
260527-Copl-NAS-P1__9a7f36cc-4a9c-439a-8941-19d8f1c25179,260527-Copl-NAS-P1,2169885,Enterovirus L
260527-Copl-NAS-P1__b0e87419-5572-4c49-8f9f-913a80055938,260527-Copl-NAS-P1,2169885,Enterovirus L
260527-Copl-NAS-P1__c263bec2-3be2-4171-95b1-c83bf867477f,260527-Copl-NAS-P1,138950,Enterovirus C
260527-Copl-NAS-P1__720d24fa-4acb-48bf-a17b-92968520b974,260527-Copl-NAS-P1,138950,Enterovirus C
260527-Copl-NAS-P1__80279a1a-633a-4fb3-86f9-a5247317cd25,260527-Copl-NAS-P1,138950,Enterovirus C
260527-Copl-NAS-P1__895d8599-fe6d-439e-9a3f-78dbb891503f,260527-Copl-NAS-P1,138950,Enterovirus C
260527-Copl-NAS-P1__a1e9e09d-19f0-4fea-8d41-9f0ec6a5bc1e,260527-Copl-NAS-P1,138950,Enterovirus C
260527-Copl-NAS-P1__ce539882-6fea-4614-9181-88c75d8f2d2e,260527-Copl-NAS-P1,138950,Enterovirus C
260527-Copl-NAS-P1__c305a390-b07d-48a3-87aa-398a4338764e,260527-Copl-NAS-P1,138950,Enterovirus C
260527-Copl-NAS-P1__e70d6d41-6155-432e-a811-927b0a3cde91,260527-Copl-NAS-P1,138950,Enterovirus C
260527-Copl-NAS-P1__e77ccce4-f052-48a0-86de-707f0240662f,260527-Copl-NAS-P1,138950,Enterovirus C
260527-Copl-NAS-P1__184157f6-5420-4b1a-8926-a9aa93ac33f5,260527-Copl-NAS-P1,138950,Enterovirus C
260527-Copl-NAS-P1__b66523ff-297c-4190-916d-9d91f03c4aec,260527-Copl-NAS-P1,138950,Enterovirus C
260527-Copl-NAS-P1__8129f1fc-4498-4caf-ba12-91f811501898,260527-Copl-NAS-P1,138950,Enterovirus C
260527-Copl-NAS-P1__53d9850a-5d65-4358-86e0-f35af270bd69,260527-Copl-NAS-P1,138950,Enterovirus C
260527-Copl-NAS-P1__47bd1ca4-c46d-47bd-b6d5-4e1e62ef6413,260527-Copl-NAS-P1,138950,Enterovirus C
260527-Copl-NAS-P1__37af743c-624b-486a-9d1f-c59aba2779bd,260527-Copl-NAS-P1,138950,Enterovirus C
260527-Copl-NAS-P1__ab24b192-f250-4f28-a480-91c31d1f8fcb,260527-Copl-NAS-P1,138950,Enterovirus C
260527-Copl-NAS-P1__47b24246-80a9-4053-adbe-d518915df285,260527-Copl-NAS-P1,138950,Enterovirus C
260527-Copl-NAS-P1__bc6abb18-2c3a-4749-b9d8-bdf725924b49,260527-Copl-NAS-P1,138950,Enterovirus C
260527-Copl-NAS-P1__1b3b0115-0af1-4d7d-9c6a-791ebfc4cacc,260527-Copl-NAS-P1,138950,Enterovirus C
260527-Copl-NAS-P1__541c5da8-8334-4b1b-aef2-9ccf9f8e5cdc,260527-Copl-NAS-P1,138950,Enterovirus C
260527-Copl-NAS-P1__09687062-4d47-49e4-b3c6-0a52c9029934,260527-Copl-NAS-P1,138950,Enterovirus C
260527-Copl-NAS-P1__41eaf351-3e64-4e9e-9e39-0b69bca3676d,260527-Copl-NAS-P1,138950,Enterovirus C
260527-Copl-NAS-P1__011e5b81-a64f-4076-bb85-73ad2cb447e9,260527-Copl-NAS-P1,138950,Enterovirus C
260527-Copl-NAS-P1__5649cb71-7c3b-4f79-8546-a7ced5340002,260527-Copl-NAS-P1,138950,Enterovirus C
260527-Copl-NAS-P1__05addadf-761f-46fb-9164-0ac4357b6ef3,260527-Copl-NAS-P1,138950,Enterovirus C
260527-Copl-NAS-P1__c0bed97e-e5ad-4a6a-8daf-e6b545e5adf2,260527-Copl-NAS-P1,138950,Enterovirus C
260527-Copl-NAS-P1__51532d8c-7b67-4a16-9203-6029857fcaf3,260527-Copl-NAS-P1,138950,Enterovirus C
260527-Copl-NAS-P1__ab692226-f547-455c-865d-dcaff095bb2d,260527-Copl-NAS-P1,138950,Enterovirus C
260527-Copl-NAS-P1__ed01370d-b012-47ba-ad61-27b14e3d3961,260527-Copl-NAS-P1,138950,Enterovirus C
260527-Copl-NAS-P1__ed664a30-b963-4a00-a598-e4da99cf7104,260527-Copl-NAS-P1,138950,Enterovirus C
260527-Copl-NAS-P1__d5e02192-f732-4ad4-900a-60b407424fee,260527-Copl-NAS-P1,138950,Enterovirus C
260527-Copl-NAS-P1__94a9265e-ef70-4ed8-ad63-8246a55949dd,260527-Copl-NAS-P1,138950,Enterovirus C
260527-Copl-NAS-P1__4caad6c5-7209-40a1-baad-a3b9379ef395,260527-Copl-NAS-P1,138950,Enterovirus C
260527-Copl-NAS-P1__bc24b081-fdea-41ac-bed4-188dac7e0614,260527-Copl-NAS-P1,138950,Enterovirus C
260527-Copl-NAS-P1__8f970dc9-0aba-40d5-9281-5179c95e1299,260527-Copl-NAS-P1,138950,Enterovirus C
260527-Copl-NAS-P1__b02031e3-c7a5-42be-8ee8-34784b62fad5,260527-Copl-NAS-P1,138950,Enterovirus C
260527-Copl-NAS-P1__e7a31dd2-0429-44eb-9d30-186d95a27962,260527-Copl-NAS-P1,138950,Enterovirus C
260527-Copl-NAS-P1__60fa5309-5dc6-4f3c-b5b3-8e467944dfc7,260527-Copl-NAS-P1,138950,Enterovirus C
260527-Copl-NAS-P1__1cf19afd-792c-48bb-9318-67281d413249,260527-Copl-NAS-P1,138950,Enterovirus C
260527-Copl-NAS-P1__d962f0eb-b58e-4b4e-8b06-2590d7b65845,260527-Copl-NAS-P1,138950,Enterovirus C
260527-Copl-NAS-P1__a489f97a-1e0e-4471-9393-d9293c8ffb55,260527-Copl-NAS-P1,138950,Enterovirus C
260527-Copl-NAS-P1__8ffb15bc-1dd4-4771-bd33-a74407c84aaf,260527-Copl-NAS-P1,138950,Enterovirus C
260527-Copl-NAS-P1__78935527-e4e5-4a8b-867f-b25abed0bb6d,260527-Copl-NAS-P1,138950,Enterovirus C
260527-Copl-NAS-P1__1c385267-bd2d-4995-b086-afaf1969bc6d,260527-Copl-NAS-P1,138950,Enterovirus C
260527-Copl-NAS-P1__b31f7d15-9d62-418e-83f2-c561be53ebc3,260527-Copl-NAS-P1,138950,Enterovirus C
260527-Copl-NAS-P1__0fa1be18-4f43-45e6-b138-581a20c16f5f,260527-Copl-NAS-P1,138950,Enterovirus C
260527-Copl-NAS-P1__772fa917-fbfe-40bf-986f-70d137c3d8d4,260527-Copl-NAS-P1,138950,Enterovirus C
260527-Copl-NAS-P1__6e3a85fd-1fb3-42a2-9599-fe80523a848a,260527-Copl-NAS-P1,138950,Enterovirus C
260527-Copl-NAS-P1__06c24502-c092-4423-b402-f75c0f633673,260527-Copl-NAS-P1,138950,Enterovirus C
260527-Copl-NAS-P1__21d004cb-18f4-414c-808c-1ddf23d42253,260527-Copl-NAS-P1,138950,Enterovirus C
260527-Copl-NAS-P1__b79dbdad-8a21-4754-97ac-bb7e880aac01,260527-Copl-NAS-P1,138950,Enterovirus C
260527-Copl-NAS-P1__736868cf-8327-425f-9386-f5fad5a1a7be,260527-Copl-NAS-P1,138950,Enterovirus C
260527-Copl-NAS-P1__65802a43-fa3a-479e-b924-07a4abbfcfcd,260527-Copl-NAS-P1,138950,Enterovirus C
260527-Copl-NAS-P1__2436d6d5-4cb4-43b6-8eac-e821d3537682,260527-Copl-NAS-P1,138950,Enterovirus C
260527-Copl-NAS-P1__2e10b725-94c3-41d6-943f-45afa6b9e578,260527-Copl-NAS-P1,138950,Enterovirus C
260527-Copl-NAS-P1__9989c197-bdcc-4b5e-b81d-ebca1a491fc7,260527-Copl-NAS-P1,138950,Enterovirus C
260527-Copl-NAS-P1__bff166d3-4e19-4762-88fb-fc7adebf6316,260527-Copl-NAS-P1,138950,Enterovirus C
260527-Copl-NAS-P1__f1a9f1b4-8db4-4aec-9d7d-1137f7b74f69,260527-Copl-NAS-P1,138948,Enterovirus A
260527-Copl-NAS-P1__00ec3601-913e-4f20-961f-a023324c4909,260527-Copl-NAS-P1,138948,Enterovirus A
260527-Copl-NAS-P1__8938472e-f411-476c-b108-20b31986a99b,260527-Copl-NAS-P1,138948,Enterovirus A
260527-Copl-NAS-P1__20619a4c-d94f-418e-a7dd-d65254e2967e,260527-Copl-NAS-P1,138948,Enterovirus A
260527-Copl-NAS-P1__a039ee01-af30-458b-8c59-a11de1008ca4,260527-Copl-NAS-P1,138948,Enterovirus A
260527-Copl-NAS-P1__1e1af7fc-2cae-4459-8bf8-903fb6a21f15,260527-Copl-NAS-P1,138948,Enterovirus A
260527-Copl-NAS-P1__a54fee99-a01b-40ff-bb11-84fbba63b3ae,260527-Copl-NAS-P1,138948,Enterovirus A
260527-Copl-NAS-P1__c4307941-5e8f-4cd4-b07a-f4937eed4124,260527-Copl-NAS-P1,138948,Enterovirus A
260527-Copl-NAS-P1__973c0a8a-e457-404b-bc9b-d5d914514c10,260527-Copl-NAS-P1,694009,Severe acute respiratory syndrome-related coronavirus
260527-Copl-NAS-P1__32745c0b-edfb-4aab-a5a0-707cf1f22093,260527-Copl-NAS-P1,694009,Severe acute respiratory syndrome-related coronavirus
260527-Copl-NAS-P1__d1e1f6f5-1373-4328-8441-8bf88c1d8250,260527-Copl-NAS-P1,694009,Severe acute respiratory syndrome-related coronavirus
260527-Copl-NAS-P1__cb517a67-739d-4452-961b-fefe5351beb9,260527-Copl-NAS-P1,694009,Severe acute respiratory syndrome-related coronavirus
260527-Copl-NAS-P1__3e0db1ad-1847-4f5f-b511-6f2d24d997e7,260527-Copl-NAS-P1,694009,Severe acute respiratory syndrome-related coronavirus
260527-Copl-NAS-P1__99d9120d-3dac-49a9-b7c7-295ee1b33aec,260527-Copl-NAS-P1,694009,Severe acute respiratory syndrome-related coronavirus
260527-Copl-NAS-P1__1707effe-96ad-411f-bf5b-1d449785cf47,260527-Copl-NAS-P1,694009,Severe acute respiratory syndrome-related coronavirus
260527-Copl-NAS-P1__66ac277b-095b-4454-967d-fabe92b243ce,260527-Copl-NAS-P1,694009,Severe acute respiratory syndrome-related coronavirus
260527-Copl-NAS-P1__704ac882-0087-4ecd-8aff-3a43ae543036,260527-Copl-NAS-P1,694009,Severe acute respiratory syndrome-related coronavirus
260527-Copl-NAS-P1__6111a452-7285-4511-88b6-61e76492302c,260527-Copl-NAS-P1,694009,Severe acute respiratory syndrome-related coronavirus
260527-Copl-NAS-P1__4e14d0de-9056-42ba-a583-91fe5780b357,260527-Copl-NAS-P1,694009,Severe acute respiratory syndrome-related coronavirus
260527-Copl-NAS-P1__92ca7552-a130-4700-b7b1-26a5795347f4,260527-Copl-NAS-P1,694009,Severe acute respiratory syndrome-related coronavirus
260527-Copl-NAS-P1__76dcd30e-c105-47ca-897c-07877fdbbc94,260527-Copl-NAS-P1,694009,Severe acute respiratory syndrome-related coronavirus
260527-Copl-NAS-P1__1e805404-fc2b-41c6-9340-4ea1c275df44,260527-Copl-NAS-P1,694009,Severe acute respiratory syndrome-related coronavirus
260527-Copl-NAS-P1__cdc87de7-a7a9-4af2-a974-97592ee474f3,260527-Copl-NAS-P1,694009,Severe acute respiratory syndrome-related coronavirus
260527-Copl-NAS-P1__51c0f182-e244-4538-9aed-1231fba28df2,260527-Copl-NAS-P1,694009,Severe acute respiratory syndrome-related coronavirus
260527-Copl-NAS-P1__36246bf4-07cc-446f-85b1-20ba5349bb7f,260527-Copl-NAS-P1,694009,Severe acute respiratory syndrome-related coronavirus
260527-Copl-NAS-P1__85bb68bf-bc39-4b32-b512-9ef63b0de578,260527-Copl-NAS-P1,694009,Severe acute respiratory syndrome-related coronavirus
260527-Copl-NAS-P1__a85ae816-43c3-4924-97d4-3ec9cb86039d,260527-Copl-NAS-P1,694009,Severe acute respiratory syndrome-related coronavirus
260527-Copl-NAS-P1__be65f208-4eb2-4ca3-8028-d39ff082870b,260527-Copl-NAS-P1,694009,Severe acute respiratory syndrome-related coronavirus
260527-Copl-NAS-P1__c56a3891-f275-4026-8e10-03870b2f545c,260527-Copl-NAS-P1,694009,Severe acute respiratory syndrome-related coronavirus
260527-Copl-NAS-P1__c90ae54c-6d8f-4f96-8d0e-d3e9c16b4a79,260527-Copl-NAS-P1,694009,Severe acute respiratory syndrome-related coronavirus
260527-Copl-NAS-P1__1098a20b-4969-4fc5-92e5-b3a80c6262bd,260527-Copl-NAS-P1,694009,Severe acute respiratory syndrome-related coronavirus
260527-Copl-NAS-P1__74c37f80-d05d-4901-9935-e51043f9b2bf,260527-Copl-NAS-P1,694009,Severe acute respiratory syndrome-related coronavirus
260527-Copl-NAS-P1__bf8255b3-84b9-466f-8a11-30bf54a44914,260527-Copl-NAS-P1,694009,Severe acute respiratory syndrome-related coronavirus
260527-Copl-NAS-P1__9deb2d59-3e2e-4e7c-9cbf-6baf421ea9a2,260527-Copl-NAS-P1,694009,Severe acute respiratory syndrome-related coronavirus
260527-Copl-NAS-P1__36149377-0ad6-4460-bf46-44dc7c378db4,260527-Copl-NAS-P1,694009,Severe acute respiratory syndrome-related coronavirus
260527-Copl-NAS-P1__6e942d05-f069-4004-816a-76bdfd2090d0,260527-Copl-NAS-P1,694009,Severe acute respiratory syndrome-related coronavirus
260527-Copl-NAS-P1__3b261fda-a471-4d3a-a485-3cd4cddcdeb6,260527-Copl-NAS-P1,694009,Severe acute respiratory syndrome-related coronavirus
260527-Copl-NAS-P1__dbc9a54c-ba97-4505-b267-599a0c6235e2,260527-Copl-NAS-P1,694009,Severe acute respiratory syndrome-related coronavirus
260527-Copl-NAS-P1__5756ca62-2fb7-449d-ab14-f6d06fa23064,260527-Copl-NAS-P1,694009,Severe acute respiratory syndrome-related coronavirus
260527-Copl-NAS-P1__7bd6d767-d70c-4441-a3b4-18bca631993b,260527-Copl-NAS-P1,694009,Severe acute respiratory syndrome-related coronavirus
